개정일시,교과,학교급,교육과정,과목,영역,지식이해,성취기준,학습요소,유의사항,평가방법 및 유의사항
2022개정,수학,중학교,공통 과목,수학,수와 연산,정수와 유리수,"[9수01-05] 정수와 유리수의 사칙계산의 원리를 이해하고, 그 계산을 할 수 있다.","[9수01-05] 정수의 사칙계산의 원리는 여러 가지 모델을 이용하여 직관적으로 이해하게 하고, 실생활에서 사칙계산의 유용성을 인식하게 한다.",,
2022개정,수학,중학교,공통 과목,수학,수와 연산,유리수와 순환소수,"[9수01-06] 순환소수의 뜻을 알고, 유리수와 순환소수의 관계를 설명할 수 있다.",[9수01-06] 순환소수를 분수로 고치는 것은 순환소수가 유리수임을 이해할 수 있는 정도로 다룬다. 유한소수를 순환소수로 나타내는 것은 다루지 않는다.,,
2022개정,수학,중학교,공통 과목,수학,수와 연산,제곱근과 실수,"[9수01-07] 제곱근의 뜻과 성질을 알고, 제곱근의 대소 관계를 판단할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,수와 연산,제곱근과 실수,"[9수01-08] 무리수의 개념을 이해하고, 무리수의 유용성을 인식할 수 있다.","[9수01-08] 실생활에서 사용되는 무리수의 예를 찾아보는 활동을 통해 무리수의 필요성과 유용성을 인식하게 한다. 실수는 유리수와 무리수로 이루어짐을 이해하게 하고, 수 체계의 논리적인 아름다움에 관심을 갖게 한다.",,
2022개정,수학,중학교,공통 과목,수학,수와 연산,제곱근과 실수,[9수01-09] 실수의 대소 관계를 판단하고 설명할 수 있다.,,,
2022개정,수학,중학교,공통 과목,수학,수와 연산,제곱근과 실수,"[9수01-10] 근호를 포함한 식의 사칙계산의 원리를 이해하고, 그 계산을 할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,변화와 관계,규칙 찾기,"[2수02-01] 물체, 무늬, 수 등의 배열에서 규칙을 찾아 여러 가지 방법으로 표현할 수 있다.","[2수02-01] 물체, 무늬, 수 등의 배열을 관찰하여 일정하게 반복되거나 증가하는 규칙을 찾고 말, 수, 그림, 기호, 구체물, 행동 등의 다양한 방법으로 표현하게 한다. 그리고 물체, 무늬, 수의 배열에서 다음에 올 것이나 중간에 빠진 것을 추측하게 한다.",,
2022개정,수학,초등학교,공통 과목,수학,변화와 관계,규칙 찾기,"[2수02-02] 자신이 정한 규칙에 따라 물체, 무늬, 수 등을 배열할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,변화와 관계,규칙을 수나 식으로 나타내기,"[4수02-01] 다양한 변화 규칙을 찾아 설명하고, 그 규칙을 수나 식으로 나타낼 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,변화와 관계,규칙을 수나 식으로 나타내기,"[4수02-02] 계산식의 배열에서 규칙을 찾고, 계산 결과를 추측할 수 있다.","[4수02-02] 다양한 규칙을 찾을 수 있는 계산식의 배열, 수의 성질을 탐구할 수 있는 계산식의 배열을 다룬다.",,
2022개정,수학,초등학교,공통 과목,수학,변화와 관계,등호와 동치 관계,[4수02-03] 등호를 사용하여 크기가 같은 두 양의 관계를 식으로 나타낼 수 있다.,"[4수02-03] 등호(  )의 의미를 토대로 구체물, 그림 등을 사용하여 주어진 식이 옳은지 판단하는 활동, 크기가 같은 두 양을 찾는 활동 등을 통해 동치 관계를 이해하게 한다.",,
2022개정,수학,초등학교,공통 과목,수학,변화와 관계,대응 관계,"[6수02-01] 한 양이 변할 때 다른 양이 그에 종속하여 변하는 대응 관계를 나타낸 표에서 규칙을 찾아 설명하고, □, △ 등을 사용하여 식으로 나타낼 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,변화와 관계,비와 비율,"[6수02-02] 두 양의 크기를 비교하는 상황을 통해 비의 개념을 이해하고, 두 양의 관계를 비로 나타낼 수 있다.",[6수02-02] 두 양을 비교할 때는 한 양을 기준으로 다른 양이 몇 배가 되는지를 나타낼 필요성을 인식하면서 비의 개념을 이해하게 한다.,,
2022개정,수학,초등학교,공통 과목,수학,변화와 관계,비와 비율,"[6수02-03] 비율을 이해하고, 비율을 분수, 소수, 백분율로 나타낼 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,변화와 관계,비례식과 비례배분,"[6수02-04] 비례식을 알고, 그 성질을 이해하며, 이를 활용하여 간단한 비례식을 풀 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,변화와 관계,비례식과 비례배분,"[6수02-05] 비례배분을 알고, 주어진 양을 비례배분 할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,문자의 사용과 식,"[9수02-01] 다양한 상황을 문자를 사용한 식으로 나타내어 그 유용성을 인식하고, 식의 값을 구할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,문자의 사용과 식,"[9수02-02] 일차식의 덧셈과 뺄셈의 원리를 이해하고, 그 계산을 할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,일차방정식,"[9수02-03] 방정식과 그 해의 뜻을 알고, 등식의 성질을 설명할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,일차방정식,"[9수02-04] 일차방정식을 풀 수 있고, 이를 활용하여 문제를 해결할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,좌표평면과 그래프,"[9수02-05] 순서쌍과 좌표를 이해하고, 그 편리함을 인식할 수 있다.","[9수02-05] 실생활에서 좌표가 사용되는 예를 찾아보고 이를 수직선과 좌표평면 위에 표현해 보며, 그 유용성과 편리함을 인식하게 한다.",,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,좌표평면과 그래프,"[9수02-06] 다양한 상황을 그래프로 나타내고, 주어진 그래프를 해석할 수 있다.","[9수02-06] 다양한 상황을 그래프로 나타내어 증가와 감소, 주기적 변화 등 변화 상태를 쉽게 파악할 수 있게 한다. 주어진 그래프를 해석하여 그래프가 나타내는 상황을 설명하게 함으로써 그래프의 유용성을 인식하게 한다.",,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,좌표평면과 그래프,"[9수02-07] 정비례, 반비례 관계를 이해하고, 그 관계를 표, 식, 그래프로 나타낼 수 있다.","[9수02-07] 속력과 거리, 속력과 시간과 같은 실생활의 예를 통해 정비례와 반비례 관계를 직관적으로 이해하게 하고, 정비례와 반비례 관계가 성립하는 실생활의 예를 찾아 설명하게 한다.",,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,식의 계산,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",[9수02-08] 지수법칙은 지수가 자연수인 범위에서 단항식의 곱셈과 나눗셈을 하는 데 필요한 정도로 다룬다.,,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,식의 계산,"[9수02-09] 다항식의 덧셈과 뺄셈의 원리를 이해하고, 그 계산을 할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,식의 계산,"[9수02-10] ‘(단항식)  (다항식)’, ‘(다항식)  (단항식)’과 같은 곱셈과 나눗셈의 원리를 이해하고, 그 계산을 할 수 있다.",[9수02-10] 다항식의 나눗셈에서는 다항식을 단항식으로 나누어 그 몫이 다항식이 되는 경우만 다룬다.,,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,일차부등식,"[9수02-11] 부등식과 그 해의 뜻을 알고, 부등식의 성질을 설명할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,일차부등식,"[9수02-12] 일차부등식을 풀 수 있고, 이를 활용하여 문제를 해결할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,연립일차방정식,"[9수02-13] 미지수가 2개인 연립일차방정식을 풀 수 있고, 이를 활용하여 문제를 해결할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,일차함수와 그 그래프,"[9수02-14] 함수의 개념을 이해하고, 함숫값을 구할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,일차함수와 그 그래프,"[9수02-15] 일차함수의 개념을 이해하고, 그 그래프를 그릴 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,일차함수와 그 그래프,"[9수02-16] 일차함수의 그래프의 성질을 이해하고, 이를 활용하여 문제를 해결할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,일차함수와 일차방정식의 관계,[9수02-17] 일차함수와 미지수가 2개인 일차방정식의 관계를 설명할 수 있다.,,,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,일차함수와 일차방정식의 관계,[9수02-18] 두 일차함수의 그래프와 연립일차방정식의 관계를 설명할 수 있다.,,,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,다항식의 곱셈과 인수분해,[9수02-19] 다항식의 곱셈과 인수분해를 할 수 있다.,"[9수02-19] 다항식의 곱셈과 다항식의 인수분해의 역관계를 이해하고, 이와 유사한 관계를 찾아보는 활동을 하게 한다. 다항식의 곱셈과 인수분해는 다음의 경우를 다룬다.",,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,이차방정식,"[9수02-20] 이차방정식을 풀 수 있고, 이를 활용하여 문제를 해결할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,이차함수와 그 그래프,[9수02-21] 이차함수의 개념을 이해한다.,,,
2022개정,수학,중학교,공통 과목,수학,변화와 관계,이차함수와 그 그래프,"[9수02-22] 이차함수의 그래프를 그릴 수 있고, 그 성질을 설명할 수 있다.",[9수02-22] 이차함수   에서 최댓값과 최솟값은   의 범위가 실수 전체인 경우만 다룬다.,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,입체도형의 모양,"[2수03-01] 교실 및 생활 주변에서 여러 가지 물건을 관찰하여 직육면체, 원기둥, 구의 모양을 찾고, 이를 이용하여 여러 가지 모양을 만들 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,입체도형의 모양,"[2수03-02] 쌓기나무를 이용하여 여러 가지 입체도형의 모양을 만들고, 그 모양에 대해 위치나 방향을 이용하여 말할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,평면도형과 그 구성 요소,"[2수03-03] 교실 및 생활 주변에서 여러 가지 물건을 관찰하여 삼각형, 사각형, 원의 모양을 찾고, 이를 이용하여 여러 가지 모양을 만들 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,평면도형과 그 구성 요소,"[2수03-04] 삼각형, 사각형, 원을 직관적으로 이해하고, 그 모양을 그릴 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,평면도형과 그 구성 요소,"[2수03-05] 삼각형, 사각형에서 각각의 공통점을 찾아 말할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,양의 비교,"[2수03-06] 구체물의 길이, 들이, 무게, 넓이를 비교하여 각각 ‘길다, 짧다’, ‘많다, 적다’, ‘무겁다, 가볍다’, ‘넓다, 좁다’ 등을 구별하여 말할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,시각과 시간,[2수03-07] 시계를 보고 시각을 ‘몇 시 몇 분’까지 읽을 수 있다.,,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,시각과 시간,"[2수03-08] 1시간과 1분의 관계를 이해하고, 시간을 ‘시간’, ‘분’으로 표현할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,시각과 시간,"[2수03-09] 실생활 문제 상황과 연결하여 1분, 1시간, 1일, 1주일, 1개월, 1년 사이의 관계를 이해한다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,길이,"[2수03-10] 길이 단위 1cm와 1m를 알고, 이를 이용하여 주변 사물의 길이를 측정할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,길이,"[2수03-11] 1m와 1cm의 관계를 이해하고, 길이를 ‘몇 m 몇 cm’와 ‘몇 cm’로 표현할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,길이,"[2수03-12] 여러 가지 물건의 길이를 어림하고, 길이에 대한 양감을 기른다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,길이,[2수03-13] 실생활 문제 상황과 연결하여 길이의 덧셈과 뺄셈을 할 수 있다.,,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,도형의 기초,"[4수03-01] 직선, 선분, 반직선을 이해하고 구별할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,도형의 기초,"[4수03-02] 각과 직각을 이해하고, 직각과 비교하는 활동을 통하여 예각과 둔각을 구별할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,도형의 기초,[4수03-03] 직선의 수직 관계와 평행 관계를 이해한다.,,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,평면도형의 이동,"[4수03-04] 구체물이나 평면도형의 밀기, 뒤집기, 돌리기 활동을 통하여 그 변화를 이해한다.",[4수03-04] 실생활에서 평면도형의 이동을 활용한 사례를 찾아서 이동에 따른 변화를 추론하고 위치나 방향이 어떻게 변화했는지 설명하게 한다.,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,평면도형의 이동,[4수03-05] 평면에서 점의 이동에 대해 위치와 방향을 이용하여 설명할 수 있다.,"[4수03-05] 평면에서 점의 이동은 격자를 따라 위, 아래, 오른쪽, 왼쪽으로 ‘∼칸’, ‘∼cm’를 이동하는 수준에서 다룬다. 한 점의 이동에 대해 위치와 방향을 설명하는 데 초점을 두고, 꼭짓점의 이동을 이용하여 평면도형의 이동을 설명하는 활동은 다루지 않는다.",,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,원의 구성 요소,"[4수03-06] 원의 중심, 반지름, 지름을 이해하고, 그 성질을 안다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,원의 구성 요소,[4수03-07] 컴퍼스를 이용하여 여러 가지 크기의 원을 그릴 수 있다.,[4수03-07] 컴퍼스를 사용하여 다양한 크기의 원을 그리는 방법을 원의 성질과 연결하여 이해하게 한다.,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,여러 가지 삼각형,"[4수03-08] 여러 가지 모양의 삼각형에 대한 분류 활동을 통하여 이등변삼각형, 정삼각형을 이해하고, 그 성질을 탐구하고 설명할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,여러 가지 삼각형,"[4수03-09] 여러 가지 모양의 삼각형에 대한 분류 활동을 통하여 직각삼각형, 예각삼각형, 둔각삼각형을 이해한다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,여러 가지 사각형,"[4수03-10] 여러 가지 모양의 사각형에 대한 분류 활동을 통하여 직사각형, 정사각형, 사다리꼴, 평행사변형, 마름모를 이해하고, 그 성질을 탐구하고 설명할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,다각형,[4수03-11] 다각형과 정다각형을 이해한다.,"[4수03-11] 도형판, 모양 조각 등의 교구를 이용한 구체적인 조작 활동을 통해 다각형과 정다각형을 이해하게 한다.",,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,다각형,[4수03-12] 주어진 도형을 이용하여 여러 가지 모양을 만들거나 채우고 설명할 수 있다.,[4수03-12] 다양한 교구와 공학 도구 등을 이용한 구체적인 활동을 통해 주어진 도형으로 여러 가지 모양을 다양하게 만들거나 채울 수 있다.,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,시각과 시간,"[4수03-13] 1분과 1초의 관계를 이해하고, 초 단위까지 시각을 읽을 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,시각과 시간,[4수03-14] 실생활 문제 상황과 연결하여 초 단위까지의 시간의 덧셈과 뺄셈을 할 수 있다.,,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,길이,"[4수03-15] 길이 단위 1mm와 1km를 알고, 이를 이용하여 길이를 측정하고 어림하며 수학의 유용성을 인식할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,길이,"[4수03-16] 1cm와 1mm, 1km와 1m의 관계를 이해하고, 길이를 ‘몇 cm 몇 mm’와 ‘몇 mm’, ‘몇 km 몇 m’와 ‘몇 m’로 다양하게 표현할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,들이,"[4수03-17] 들이 단위 1L와 1mL를 알고, 이를 이용하여 들이를 측정하고 어림하며 수학의 유용성을 인식할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,들이,"[4수03-18] 1L와 1mL의 관계를 이해하고, 들이를 ‘몇 L 몇 mL’와 ‘몇 mL’로 표현할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,들이,[4수03-19] 실생활 문제 상황과 연결하여 들이의 덧셈과 뺄셈을 할 수 있다.,,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,무게,"[4수03-20] 실생활에서 무게를 나타낼 때 사용하는 단위 1g과 1kg을 알고, 이를 이용하여 무게를 측정하고 어림하며 수학의 유용성을 인식할 수 있다.","[4수03-20] 초등학교에서는 무게와 질량의 개념을 엄밀하게 구분하지 않으며, 무게를 비교하고 측정하는 데에 g, kg의 단위를 사용하게 한다.",,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,무게,"[4수03-21] 1kg과 1g의 관계를 이해하고, 무게를 ‘몇 kg 몇 g’과 ‘몇 g’으로 표현할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,무게,"[4수03-22] 실생활에서 무게를 나타낼 때 사용하는 단위 1t을 알고, 1t과 1kg의 관계를 이해한다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,무게,[4수03-23] 실생활 문제 상황과 연결하여 무게의 덧셈과 뺄셈을 할 수 있다.,,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,각도,"[4수03-24] 각의 크기의 단위인 1도(°)를 알고, 각도기를 이용하여 각의 크기를 측정하고 어림할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,각도,"[4수03-25] 여러 가지 방법으로 삼각형과 사각형의 내각의 크기의 합을 추론하고, 자신의 추론 과정을 설명할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,합동과 대칭,"[6수03-01] 도형의 합동을 이해하고, 합동인 도형의 성질을 탐구하고 설명할 수 있다.","[6수03-01] 합동인 두 도형에서 대응점, 대응변, 대응각을 각각 찾게 하고 대응변의 길이와 대응각의 크기를 비교하는 활동을 통해 합동인 도형의 성질을 탐구하고 설명하게 한다.",,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,합동과 대칭,[6수03-02] 실생활과 연결하여 선대칭도형과 점대칭도형을 이해하고 그릴 수 있다.,,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,직육면체와 정육면체,"[6수03-03] 직육면체와 정육면체를 이해하고, 구성 요소와 성질을 탐구하고 설명할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,직육면체와 정육면체,[6수03-04] 직육면체와 정육면체의 겨냥도와 전개도를 그릴 수 있다.,,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,각기둥과 각뿔,"[6수03-05] 각기둥과 각뿔을 이해하고, 구성 요소와 성질을 탐구하고 설명할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,각기둥과 각뿔,[6수03-06] 각기둥의 전개도를 그릴 수 있다.,,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,"원기둥, 원뿔, 구","[6수03-07] 원기둥, 원뿔, 구를 이해하고, 구성 요소와 성질을 탐구하고 설명할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,"원기둥, 원뿔, 구",[6수03-08] 원기둥의 전개도를 그릴 수 있다.,,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,입체도형의 공간 감각,[6수03-09] 쌓기나무로 만든 입체도형을 보고 사용된 쌓기나무의 개수를 구할 수 있다.,,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,입체도형의 공간 감각,"[6수03-10] 쌓기나무로 만든 입체도형의 위, 앞, 옆에서 본 모양을 표현할 수 있고, 이러한 표현을 보고 입체도형의 모양을 추측할 수 있다.","[6수03-10] 여러 가지 물체, 건축물, 예술품, 쌓기나무로 만든 입체도형 등의 위, 앞, 옆에서 본 모양을 이용해서 전체 모양을 추측하게 하고, 이에 대해 자신의 추론 과정을 설명하게 한다.",,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,다각형의 둘레와 넓이,"[6수03-11] 평면도형의 둘레를 이해하고, 기본적인 평면도형의 둘레를 구할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,다각형의 둘레와 넓이,"[6수03-12] 넓이 단위 1cm², 1m², 1km²를 알며, 그 관계를 이해한다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,다각형의 둘레와 넓이,"[6수03-13] 직사각형과 정사각형의 넓이를 구하는 방법을 이해하고, 이를 구할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,다각형의 둘레와 넓이,"[6수03-14] 평행사변형, 삼각형, 사다리꼴, 마름모의 넓이를 구하는 방법을 다양하게 추론하고, 이와 관련된 문제를 해결할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,원주율과 원의 넓이,"[6수03-15] 여러 가지 원 모양 물체의 원주와 지름을 측정하는 활동을 통하여, 원주율이 일정한 값임을 알고 그 근삿값을 사용할 수 있다.","[6수03-15] 여러 가지 원에서 (원주)  (지름)의 값을 구하여 모든 원에서 원주율이 일정함을 이해하게 하고, 원주율의 근삿값으로 3.14를 사용하게 한다.",,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,원주율과 원의 넓이,"[6수03-16] 원주와 원의 넓이를 구하는 방법을 이해하고, 이를 구할 수 있다.","[6수03-16] 지름과 원주율을 이용하면 원주를 직접 측정하지 않고도 구할 수 있음을 알게 하고, 직사각형의 넓이를 구하는 방법을 이용하여 원의 넓이를 구하는 방법을 이해하게 한다.",,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,입체도형의 겉넓이와 부피,"[6수03-17] 직육면체와 정육면체의 겉넓이를 구하는 방법을 이해하고, 이를 구할 수 있다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,입체도형의 겉넓이와 부피,"[6수03-18] 부피 단위 1cm³, 1m³를 알며, 그 관계를 이해한다.",,,
2022개정,수학,초등학교,공통 과목,수학,도형과 측정,입체도형의 겉넓이와 부피,"[6수03-19] 직육면체와 정육면체의 부피를 구하는 방법을 이해하고, 이를 구할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,기본 도형,"[9수03-01] 점, 선, 면, 각을 이해하고, 실생활 상황과 연결하여 점, 직선, 평면의 위치 관계를 설명할 수 있다.","[9수03-01] 점, 선, 면, 각과 관련된 용어는 다양한 상황에서 직관적으로 이해하게 한다.",,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,기본 도형,[9수03-02] 평행선에서 동위각과 엇각의 성질을 이해하고 설명할 수 있다.,,,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,작도와 합동,"[9수03-03] 삼각형을 작도하고, 그 과정을 설명할 수 있다.","[9수03-03] 주어진 삼각형과 합동인 삼각형을 작도하는 활동을 하고, 자신의 방법을 설명하게 한다.",,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,작도와 합동,"[9수03-04] 삼각형의 합동 조건을 이해하고, 이를 이용하여 두 삼각형이 합동인지 판별할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,평면도형의 성질,[9수03-05] 다각형의 성질을 이해하고 설명할 수 있다.,"[9수03-05] 삼각형의 내각과 외각의 크기, 다각형의 내각과 외각의 크기의 합, 다각형의 대각선의 개수를 구하는 과정을 탐구하여 다각형의 성질을 추측하고 일반화할 수 있게 한다.",,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,평면도형의 성질,"[9수03-06] 부채꼴의 중심각과 호의 관계를 이해하고, 이를 이용하여 부채꼴의 호의 길이와 넓이를 구할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,입체도형의 성질,"[9수03-07] 구체적인 모형이나 공학 도구를 이용하여 다면체와 회전체의 성질을 탐구하고, 이를 설명할 수 있다.","[9수03-07] 구체적인 사물, 전개도, 교구, 컴퓨터 프로그램 등을 이용하여 다면체와 회전체를 관찰하고 그 성질을 탐구하게 한다. 회전체 단면의 모양은 회전체의 성질을 이해하는 데 필요한 정도로 다룬다.",,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,입체도형의 성질,[9수03-08] 입체도형의 겉넓이와 부피를 구할 수 있다.,,,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,삼각형과 사각형의 성질,[9수03-09] 이등변삼각형의 성질을 이해하고 정당화할 수 있다.,"[9수03-09] 종이접기, 작도, 공학 도구 등을 이용하여 이등변삼각형의 성질을 추측하게 하고, 그 성질을 삼각형의 합동 조건을 이용하여 정당화할 수 있게 한다. 이때, 증명이라는 용어를 도입하고, 그 필요성을 인식하게 한다.",,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,삼각형과 사각형의 성질,[9수03-10] 삼각형의 외심과 내심의 성질을 이해하고 정당화할 수 있다.,,,
