개정일시,교과,학교급,교육과정,과목,영역,지식이해,성취기준,학습요소,유의사항,평가방법 및 유의사항
2022개정,수학,중학교,공통 과목,수학,도형과 측정,삼각형과 사각형의 성질,[9수03-11] 사각형의 성질을 이해하고 정당화할 수 있다.,[9수03-11] 사각형의 성질은 대각선에 관한 성질을 위주로 다룬다. 여러 가지 사각형의 성질을 통해 사각형 사이의 관계를 설명하게 한다.,,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,도형의 닮음,"[9수03-12] 도형의 닮음의 뜻과 닮은 도형의 성질을 이해하고, 닮음비를 구할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,도형의 닮음,"[9수03-13] 삼각형의 닮음 조건을 이해하고, 이를 이용하여 두 삼각형이 닮음인지 판별할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,도형의 닮음,[9수03-14] 평행선 사이의 선분의 길이의 비를 구할 수 있다.,,,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,피타고라스 정리,[9수03-15] 피타고라스 정리를 이해하고 정당화할 수 있다.,"[9수03-15] 피타고라스 정리는 다양한 활동을 통하여 추측하고 정당화할 수 있게 한다. 피타고라스 정리의 역은 직관적으로 이해하게 하고, 이를 이용하여 세 변의 길이가 주어진 삼각형이 직각삼각형인지 판별하게 한다.",,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,삼각비,"[9수03-16] 삼각비의 뜻을 알고, 간단한 삼각비의 값을 구할 수 있다.",,,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,삼각비,[9수03-17] 삼각비를 활용하여 여러 가지 문제를 해결할 수 있다.,[9수03-17] 삼각비를 활용하여 직접 측정하기 어려운 거리나 높이 등을 구해 보는 활동을 통해 유용성을 인식하고 흥미를 느낄 수 있게 한다.,,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,원의 성질,[9수03-18] 원의 현에 관한 성질과 접선에 관한 성질을 이해하고 정당화할 수 있다.,,,
2022개정,수학,중학교,공통 과목,수학,도형과 측정,원의 성질,[9수03-19] 원주각의 성질을 이해하고 정당화할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,공통수학1,다항식,다항식의 연산,"[10공수1-01-01] 다항식의 사칙연산의 원리를 설명하고, 그 계산을 할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학1,다항식,나머지정리,"[10공수1-01-02] 항등식의 성질과 나머지정리를 이해하고, 이를 활용하여 문제를 해결할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학1,다항식,인수분해,[10공수1-01-03] 다항식의 인수분해를 할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,공통수학1,방정식과 부등식,복소수와 이차방정식,"[10공수1-02-01] 복소수의 뜻과 성질을 설명하고, 사칙연산을 수행할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학1,방정식과 부등식,복소수와 이차방정식,"[10공수1-02-02] 이차방정식의 실근과 허근을 이해하고, 판별식을 이용하여 이차방정식의 근을 판별할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학1,방정식과 부등식,복소수와 이차방정식,[10공수1-02-03] 이차방정식의 근과 계수의 관계를 설명할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,공통수학1,방정식과 부등식,이차방정식과 이차함수,[10공수1-02-04] 이차방정식과 이차함수를 연결하여 그 관계를 설명할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,공통수학1,방정식과 부등식,이차방정식과 이차함수,[10공수1-02-05] 이차함수의 그래프와 직선의 위치 관계를 판단할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,공통수학1,방정식과 부등식,이차방정식과 이차함수,"[10공수1-02-06] 이차함수의 최대, 최소를 탐구하고, 이를 실생활과 연결하여 유용성을 인식할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학1,방정식과 부등식,여러 가지 방정식과 부등식,[10공수1-02-07] 간단한 삼차방정식과 사차방정식을 풀 수 있다.,,,
2022개정,수학,고등학교,공통 과목,공통수학1,방정식과 부등식,여러 가지 방정식과 부등식,[10공수1-02-08] 미지수가 2개인 연립이차방정식을 풀 수 있다.,,,
2022개정,수학,고등학교,공통 과목,공통수학1,방정식과 부등식,여러 가지 방정식과 부등식,[10공수1-02-09] 미지수가 1개인 연립일차부등식을 풀 수 있다.,,,
2022개정,수학,고등학교,공통 과목,공통수학1,방정식과 부등식,여러 가지 방정식과 부등식,[10공수1-02-10] 절댓값을 포함한 일차부등식을 풀 수 있다.,,,
2022개정,수학,고등학교,공통 과목,공통수학1,방정식과 부등식,여러 가지 방정식과 부등식,"[10공수1-02-11] 이차부등식과 이차함수를 연결하여 그 관계를 설명하고, 이차부등식과 연립이차부등식을 풀 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학1,경우의 수,합의 법칙과 곱의 법칙,"[10공수1-03-01] 합의 법칙과 곱의 법칙을 이해하고, 적절한 전략을 사용하여 경우의 수와 관련된 문제를 해결할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학1,경우의 수,순열과 조합,"[10공수1-03-02] 순열의 개념을 이해하고, 순열의 수를 구하는 방법을 설명할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학1,경우의 수,순열과 조합,"[10공수1-03-03] 조합의 개념을 이해하고, 조합의 수를 구하는 방법을 설명할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학1,행렬,행렬과 그 연산,"[10공수1-04-01] 행렬의 뜻을 알고, 실생활 상황을 행렬로 표현할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학1,행렬,행렬과 그 연산,"[10공수1-04-02] 행렬의 연산을 수행하고, 관련된 문제를 해결할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학2,도형의 방정식,평면좌표,"[10공수2-01-01] 선분의 내분을 이해하고, 내분점의 좌표를 계산할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학2,도형의 방정식,직선의 방정식,[10공수2-01-02] 두 직선의 평행 조건과 수직 조건을 탐구하고 이해한다.,,,
2022개정,수학,고등학교,공통 과목,공통수학2,도형의 방정식,직선의 방정식,"[10공수2-01-03] 점과 직선 사이의 거리를 구하고, 관련된 문제를 해결할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학2,도형의 방정식,원의 방정식,"[10공수2-01-04] 원의 방정식을 구하고, 그래프를 그릴 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학2,도형의 방정식,원의 방정식,"[10공수2-01-05] 좌표평면에서 원과 직선의 위치 관계를 판단하고, 이를 활용하여 문제를 해결할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학2,도형의 방정식,도형의 이동,"[10공수2-01-06] 평행이동을 탐구하고, 실생활과 연결하여 문제를 해결할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학2,도형의 방정식,도형의 이동,"[10공수2-01-07] 원점, 축, 축, 직선 에 대한 대칭이동을 탐구하고, 실생활과 연결하여 문제를 해결할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학2,집합과 명제,집합,"[10공수2-02-01] 집합의 개념을 이해하고, 집합을 표현할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학2,집합과 명제,잡합,[10공수2-02-02] 두 집합 사이의 포함관계를 판단할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,공통수학2,집합과 명제,집합,"[10공수2-02-03] 집합의 연산을 수행하고, 벤 다이어그램을 이용하여 나타낼 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학2,집합과 명제,명제,"[10공수2-02-04] 명제와 조건의 뜻을 알고, ‘모든’, ‘어떤’을 포함한 명제를 이해하고 설명할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학2,집합과 명제,명제,[10공수2-02-05] 명제의 역과 대우를 이해하고 설명할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,공통수학2,집합과 명제,명제,[10공수2-02-06] 충분조건과 필요조건을 이해하고 판단할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,공통수학2,집합과 명제,명제,[10공수2-02-07] 대우를 이용한 증명법과 귀류법을 이해하고 관련된 명제를 증명할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,공통수학2,집합과 명제,명제,"[10공수2-02-08] 절대부등식의 뜻을 알고, 간단한 절대부등식을 증명할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학2,함수의 그래프,함수,"[10공수2-03-01] 함수의 개념을 설명하고, 그 그래프를 이해한다.",,,
2022개정,수학,고등학교,공통 과목,공통수학2,함수의 그래프,함수,"[10공수2-03-02] 함수의 합성을 설명하고, 합성함수를 구할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학2,함수의 그래프,함수,"[10공수2-03-03] 역함수의 개념을 설명하고, 역함수를 구할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학2,함수의 그래프,유리함수와 무리함수,"[10공수2-03-04] 유리함수 의 그래프를 그릴 수 있고, 그 그래프의 성질을 탐구할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,공통수학2,함수의 그래프,유리함수와 무리함수,"[10공수2-03-05] 무리함수 의 그래프를 그릴 수 있고, 그 그래프의 성질을 탐구할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,기본수학1,다항식,다항식의 연산,"[10기수1-01-01] 다항식의 덧셈과 뺄셈의 원리를 이해하고, 그 계산을 할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,기본수학1,다항식,다항식의 연산,"[10기수1-01-02] 다항식의 곱셈과 나눗셈의 원리를 이해하고, 그 계산을 할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,기본수학1,다항식,인수분해,[10기수1-01-03] 인수분해 공식을 이용하여 다항식의 인수분해를 할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,기본수학1,방정식과 부등식,이차방정식과 이차함수,[10기수1-02-01] 간단한 이차방정식을 풀 수 있다.,,,
2022개정,수학,고등학교,공통 과목,기본수학1,방정식과 부등식,이차방정식과 이차함수,"[10기수1-02-02] 이차방정식에서 판별식을 이해하고, 근의 존재성을 판단할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,기본수학1,방정식과 부등식,이차방정식과 이차함수,"[10기수1-02-03] 이차함수의 뜻을 알고, 이차함수의 그래프의 성질을 설명할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,기본수학1,방정식과 부등식,이차방정식과 이차함수,[10기수1-02-04] 이차방정식과 이차함수를 연결하여 그 관계를 이해한다.,,,
2022개정,수학,고등학교,공통 과목,기본수학1,방정식과 부등식,이차방정식과 이차함수,"[10기수1-02-05] 이차함수의 최대, 최소를 이해하고, 간단한 문제를 해결할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,기본수학1,방정식과 부등식,부등식,"[10기수1-02-06] 부등식의 성질을 설명하고, 일차부등식을 풀 수 있다.",,,
2022개정,수학,고등학교,공통 과목,기본수학1,방정식과 부등식,부등식,[10기수1-02-07] 미지수가 1개인 연립일차부등식을 풀 수 있다.,,,
2022개정,수학,고등학교,공통 과목,기본수학1,방정식과 부등식,부등식,[10기수1-02-08] 절댓값을 포함한 간단한 일차부등식을 풀 수 있다.,,,
2022개정,수학,고등학교,공통 과목,기본수학1,방정식과 부등식,부등식,"[10기수1-02-09] 이차부등식과 이차함수를 연결하여 그 관계를 이해하고, 간단한 이차부등식을 풀 수 있다.",,,
2022개정,수학,고등학교,공통 과목,기본수학1,경우의 수,합의 법칙과 곱의 법칙,"[10기수1-03-01] 합의 법칙과 곱의 법칙을 이해하고, 적절한 전략을 사용하여 경우의 수와 관련된 문제를 해결할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,기본수학1,경우의 수,순열과 조합,"[10기수1-03-02] 순열의 개념을 이해하고, 순열의 수를 구할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,기본수학1,경우의 수,순열과 조합,"[10기수1-03-03] 조합의 개념을 이해하고, 조합의 수를 구할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,기본수학1,행렬,행렬과 그 연산,"[10기수1-04-01] 행렬의 뜻을 알고, 실생활 상황을 행렬로 표현할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,기본수학1,행렬,행렬과 그 연산,"[10기수1-04-02] 행렬의 연산을 수행하고, 간단한 문제를 해결할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,기본수학2,도형의 방정식,평면좌표,[10기수2-01-01] 두 점 사이의 거리를 계산할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,기본수학2,도형의 방정식,평면좌표,"[10기수2-01-02] 직선의 방정식을 구하고, 그래프를 그릴 수 있다.",,,
2022개정,수학,고등학교,공통 과목,기본수학2,도형의 방정식,직선의 방정식,"[10기수2-01-03] 두 직선의 평행 조건과 수직 조건을 이해하고, 관련된 문제를 해결할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,기본수학2,도형의 방정식,원의 방정식,"[10기수2-01-04] 원의 방정식을 구하고, 그래프를 그릴 수 있다.",,,
2022개정,수학,고등학교,공통 과목,기본수학2,도형의 방정식,원의 방정식,[10기수2-01-05] 좌표평면에서 원과 직선의 위치 관계를 판단할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,기본수학2,도형의 방정식,도형의 이동,"[10기수2-01-06] 평행이동을 이해하고, 실생활과 연결할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,기본수학2,도형의 방정식,도형의 이동,"[10기수2-01-07] 원점, 축, 축, 직선 에 대한 대칭이동을 이해하고, 실생활과 연결할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,기본수학2,집합과 명제,집합,"[10기수2-02-01] 집합의 개념을 이해하고, 집합을 표현할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,기본수학2,집합과 명제,집합,[10기수2-02-02] 두 집합 사이의 포함관계를 판단할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,기본수학2,집합과 명제,집합,"[10기수2-02-03] 두 집합의 연산을 수행하고, 벤 다이어그램을 이용하여 나타낼 수 있다.",,,
2022개정,수학,고등학교,공통 과목,기본수학2,집합과 명제,명제,"[10기수2-02-04] 명제와 조건의 뜻을 알고, 이를 설명할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,기본수학2,집합과 명제,명제,[10기수2-02-05] 명제의 역과 대우를 이해하고 설명할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,기본수학2,함수와 그래프,함수,"[10기수2-03-01] 함수의 개념을 설명하고, 그 그래프를 이해한다.",,,
2022개정,수학,고등학교,공통 과목,기본수학2,함수와 그래프,함수,"[10기수2-03-02] 함수의 합성을 이해하고, 합성함수를 구할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,기본수학2,함수와 그래프,함수,"[10기수2-03-03] 역함수의 개념을 이해하고, 역함수를 구할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,기본수학2,함수와 그래프,유리함수와 무리함수,"[10기수2-03-04] 유리함수 의 그래프를 그릴 수 있고, 그 그래프의 성질을 탐구할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,기본수학2,함수와 그래프,유리함수와 무리함수,"[10기수2-03-05] 무리함수 의 그래프를 그릴 수 있고, 그 그래프의 성질을 탐구할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,대수,지수함수와 로그함수,지수와 로그,"[12대수01-01] 거듭제곱과 거듭제곱근의 뜻을 알고, 그 성질을 이용하여 계산할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,대수,지수함수와 로그함수,지수와 로그,"[12대수01-02] 지수가 유리수, 실수까지 확장될 수 있음을 이해하고, 이를 설명할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,대수,지수함수와 로그함수,지수와 로그,"[12대수01-03] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 나타낼 수 있다.",,,
2022개정,수학,고등학교,공통 과목,대수,지수함수와 로그함수,지수와 로그,"[12대수01-04] 로그의 뜻을 알고, 그 성질을 이용하여 계산할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,대수,지수함수와 로그함수,지수와 로그,"[12대수01-05] 상용로그를 이해하고, 이를 실생활과 연결하여 문제를 해결할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,대수,지수함수와 로그함수,지수함수와 로그함수,"[12대수01-06] 지수함수와 로그함수의 뜻을 알고, 이를 설명할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,대수,지수함수와 로그함수,지수함수와 로그함수,"[12대수01-07] 지수함수와 로그함수의 그래프를 그릴 수 있고, 그 성질을 설명할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,대수,지수함수와 로그함수,지수함수와 로그함수,"[12대수01-08] 지수함수, 로그함수를 활용하여 문제를 해결할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,대수,삼각함수,삼각함수,"[12대수02-01] 일반각과 호도법의 뜻을 알고, 그 관계를 설명할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,대수,삼각함수,삼각함수,"[12대수02-02] 삼각함수의 개념을 이해하여 사인함수, 코사인함수, 탄젠트함수의 그래프를 그리고, 그 성질을 설명할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,대수,삼각함수,사인법칙과 코사인법칙,"[12대수02-03] 사인법칙과 코사인법칙을 이해하고, 실생활 문제를 해결할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,대수,수열,등차수열과 등비수열,[12대수03-01] 수열의 뜻을 설명할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,대수,수열,등차수열과 등비수열,"[12대수03-02] 등차수열의 뜻을 알고, 일반항, 첫째항부터 제항까지의 합을 구할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,대수,수열,등차수열과 등비수열,"[12대수03-03] 등비수열의 뜻을 알고, 일반항, 첫째항부터 제항까지의 합을 구할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,대수,수열,수열의 합,"[12대수03-04] 의 뜻과 성질을 이해하고, 이를 활용하여 문제를 해결할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,대수,수열,수열의 합,[12대수03-05] 여러 가지 수열의 첫째항부터 제항까지의 합을 구하는 방법을 설명할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,대수,수열,수학적 귀납법,[12대수03-06] 수열의 귀납적 정의를 설명할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,대수,수열,수학적 귀납법,"[12대수03-07] 수학적 귀납법의 원리를 이해하고, 이를 이용하여 명제를 증명할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,미적분1,함수의 극한과 연속,함수의 극한,"[12미적Ⅰ-01-01] 함수의 극한의 뜻을 알고, 이를 설명할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,미적분1,함수의 극한과 연속,함수의 극한,"[12미적Ⅰ-01-02] 함수의 극한에 대한 성질을 이해하고, 함수의 극한값을 구할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,미적분1,함수의 극한과 연속,함수의 연속,[12미적Ⅰ-01-03] 함수의 연속을 극한으로 탐구하고 이해한다.,,,
2022개정,수학,고등학교,공통 과목,미적분1,함수의 극한과 연속,함수의 연속,"[12미적Ⅰ-01-04] 연속함수의 성질을 이해하고, 이를 활용하여 문제를 해결할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,미적분1,미분,미분계수,"[12미적Ⅰ-02-01] 미분계수를 이해하고, 이를 구할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,미적분1,미분,미분계수,"[12미적Ⅰ-02-02] 함수의 미분가능성과 연속성의 관계를 설명하고, 이를 활용할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,미적분1,미분,도함수,[12미적Ⅰ-02-03] 함수 (은 양의 정수)의 도함수를 구할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,미적분1,미분,도함수,"[12미적Ⅰ-02-04] 함수의 실수배, 합, 차, 곱의 미분법을 알고, 다항함수의 도함수를 구할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,미적분1,미분,도함수,"[12미적Ⅰ-02-05] 미분계수와 접선의 기울기의 관계를 이해하고, 접선의 방정식을 구할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,미적분1,미분,도함수,"[12미적Ⅰ-02-06] 함수에 대한 평균값 정리를 설명하고, 이를 활용할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,미적분1,미분,도함수,"[12미적Ⅰ-02-07] 함수의 증가와 감소, 극대와 극소를 판정하고 설명할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,미적분1,미분,도함수,[12미적Ⅰ-02-08] 함수의 그래프의 개형을 그릴 수 있다.,,,
2022개정,수학,고등학교,공통 과목,미적분1,미분,도함수의 활용,[12미적Ⅰ-02-09] 방정식과 부등식에 대한 문제를 해결할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,미적분1,미분,도함수의 활용,"[12미적Ⅰ-02-10] 미분을 속도와 가속도에 대한 문제에 활용하고, 그 유용성을 인식할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,미적분1,적분,부정적분,"[12미적Ⅰ-03-01] 부정적분의 뜻을 알고, 이를 설명할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,미적분1,적분,부정적분,"[12미적Ⅰ-03-02] 함수의 실수배, 합, 차의 부정적분을 알고, 다항함수의 부정적분을 구할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,미적분1,적분,정적분,"[12미적Ⅰ-03-03] 정적분의 개념을 탐구하고, 그 성질을 이해한다.",,,
2022개정,수학,고등학교,공통 과목,미적분1,적분,정적분,"[12미적Ⅰ-03-04] 부정적분과 정적분의 관계를 이해하고, 다항함수의 정적분을 구할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,미적분1,적분,정적분의 활용,[12미적Ⅰ-03-05] 곡선으로 둘러싸인 도형의 넓이에 대한 문제를 해결할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,미적분1,적분,정적분의 활용,"[12미적Ⅰ-03-06] 적분을 속도와 거리에 대한 문제에 활용하고, 그 유용성을 인식할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,확률과 통계,경우의 수,순열과 조합,"[12확통01-01] 중복순열, 같은 것이 있는 순열을 이해하고, 그 순열의 수를 구하는 방법을 설명할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,확률과 통계,경우의 수,순열과 조합,"[12확통01-02] 중복조합을 이해하고, 중복조합의 수를 구하는 방법을 설명할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,확률과 통계,경우의 수,이항정리,"[12확통01-03] 이항정리를 이해하고, 이를 활용하여 문제를 해결할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,확률과 통계,확률,확률의 개념과 활용,[12확통02-01] 확률의 개념을 이해하고 기본 성질을 설명할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,확률과 통계,확률,확률의 개념과 활용,"[12확통02-02] 확률의 덧셈정리를 이해하고, 이를 활용하여 문제를 해결할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,확률과 통계,확률,확률의 개념과 활용,"[12확통02-03] 여사건의 확률을 이해하고, 이를 활용하여 문제를 해결할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,확률과 통계,확률,조건부확률,"[12확통02-04] 조건부확률을 이해하고, 이를 실생활과 연결하여 문제를 해결할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,확률과 통계,확률,조건부확률,"[12확통02-05] 사건의 독립과 종속을 이해하고, 이를 판단할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,확률과 통계,확률,조건부확률,"[12확통02-06] 확률의 곱셈정리를 이해하고, 이를 활용하여 문제를 해결할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,확률과 통계,통계,확률분포,[12확통03-01] 확률변수와 확률분포의 뜻을 설명할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,확률과 통계,통계,확률분포,[12확통03-02] 이산확률변수의 기댓값(평균)과 표준편차를 구할 수 있다.,,,
2022개정,수학,고등학교,공통 과목,확률과 통계,통계,확률분포,"[12확통03-03] 이항분포의 뜻과 성질을 이해하고, 평균과 표준편차를 구할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,확률과 통계,통계,확률분포,"[12확통03-04] 정규분포의 뜻과 성질을 이해하고, 이항분포와의 관계를 설명할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,확률과 통계,통계,통계적 추정,"[12확통03-05] 모집단과 표본의 뜻을 알고, 표본추출의 방법을 설명할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,확률과 통계,통계,통계적 추정,"[12확통03-06] 표본평균과 모평균, 표본비율과 모비율의 관계를 이해하고 설명할 수 있다.",,,
2022개정,수학,고등학교,공통 과목,확률과 통계,통계,통계적 추정,[12확통03-07] 공학 도구를 이용하여 모평균 및 모비율을 추정하고 그 결과를 해석할 수 있다.,,,
